Slno,Item Code,Item Name,Units/Pack,Pack Name,MRP,SOH In Packs
1,77441,-Hansaplast  Regular 1s,1,No(s),1.88,99
2,77444,-Hansaplast  Washproof 1s,1,No(s),3,228
3,99896,2 Baconil Mint Sugar Free Chew Gum 4mg 10s,10,10s,68.52,2
4,110891,2 Baconil Nicotine Gum Mint Flavour Chew Gum 2mg 30s,30,30s,244,1
5,99893,2 Baconil TTS20 Patches 14mg/24h 1x7,1,No(s),825.75,11
6,99894,2 Baconil TTS30 Patches 21mg/24h 1x7,1,No(s),1040.16,8
7,111259,4711 Deodorants Original Men  150ml,1,No(s),850,2
8,101864,8 X Shampoo   120ml,1,No(s),505.84,4
9,11677,A Ret Gel 0.025% 20gm,1,No(s),126,2
10,13039,A Ret Gel 0.05% 20gm,1,No(s),162,4
11,13038,A Ret Gel 0.1% 20gm,1,No(s),224,2
12,9348,A To Z Gold Cap  15s,15,15s,241.1,3
13,109541,A To Z Oral Drops  30ml,1,No(s),133.45,2
14,84680,A To Z Syrup  200ml,1,No(s),205.55,2
15,14199,A To Z Tab  15s,15,15s,170.85,13
16,105862,Ab Flo Cap 100mg 15s,15,15s,279.7,1
17,83513,Ab Flo SR Tab 200mg 10s,10,10s,292.3,2
18,105733,Ab Phylline Cap 100mg 15s,15,15s,248.91,1
19,91814,Ab Phylline N Tab  10s,10,10s,235.31,1
20,67454,AB Phylline SR Tab 200mg 10s,10,10s,312,2
21,89279,Abel Tab 40mg 10s,10,10s,158.05,3
22,47822,Absolut 3G Cap  10s,10,10s,205,3
23,78264,Absolut Woman Cap  10s,10,10s,255,2
24,106126,Abzorb Dusting Powder 1%w/w 120gm,1,No(s),150,5
25,9736,Acamprol Tab 333mg 6s,6,6s,117.19,10
26,111365,Acamptas Tab 333mg 10s,10,10s,200.78,8
27,18,Accuchek Active Glucose Strips  50x1,1,No(s),1115,3
28,17,Accuchek Active Meter,1,No(s),1124,2
29,9350,Accuchek Active Softclix Lancet  1x25,1,No(s),125,4
30,71939,Accuchek Active Test Strips   1x100,1,No(s),1966.88,1
31,91847,Accuchek Instant S Meter  1s,1,No(s),820,2
32,91848,Accuchek Instant Strips  50x1s,50,50x1s,1115,3
33,80639,Aciloc RD Tab 20mg/10mg 30s,30,30s,70.55,0
34,84499,Aciloc Tab 150mg 30s,30,30s,50.44,3
35,80573,Aciloc Tab 300mg 20s,20,20s,56.25,2
36,96303,Acivir Cream 5% 10gm,1,No(s),182.68,3
37,105466,Acivir DT Tab 400mg 10s,10,10s,145.95,3
38,108184,Acivir DT Tab 800mg 10s,10,10s,404.96,2
39,96436,Acne OC  Moisturizer   75gm,1,No(s),618,1
40,96307,Acne OC Moisturizer Cream  75gm,1,No(s),588,2
41,107492,Acne UV SPF 50 PA+++ Gel  100gm,1,No(s),1550,4
42,95201,Acne UV SPF 50 PA+++ Gel  50gm,1,No(s),975,4
43,79823,Acnedap Gel 5% 15gm,1,No(s),530.03,1
44,33,Acnelak Soap  75gm,1,No(s),137.95,1
45,89446,Acnemoist Cream  60gm,1,No(s),494,2
46,46631,Acnestar 2.5% Soap  75gm,1,No(s),97,2
47,111176,Acnetoin Gel 1%w/w/4%w/w 15gm,1,No(s),99,1
48,98205,Acnonac Tab  10s,10,10s,310,3
49,93742,Acogut Tab 100mg 15s,15,15s,298.55,3
50,81309,Acrofy Acne Lotion  50gm,1,No(s),871.5,1
51,24926,Acrotac Tab 10mg 10s,10,10s,384.38,2
52,99493,Actis C2 Forte Tab  10s,10,10s,818.64,1
53,18142,Acular LS Eye Drops 0.4% 5ml,1,No(s),159.7,1
54,72462,Acupat Eye Drops 1mg/4mg 5ml,1,No(s),246.66,2
55,12458,Acutret Cap 20mg 10s,10,10s,311.34,2
56,4389,Adaferin Gel 0.1% 15gm,1,No(s),346.5,4
57,8526,Adenosyl  OD Softgel Cap  10s,10,10s,159.37,5
58,111260,Adidas Deodorants Dynamic Pls 48H EF Men  150ml,1,No(s),399,1
59,111261,Adidas Deodorants Ice Dive 48H EF Men  150ml,1,No(s),399,2
60,111262,Adidas Deodorants Pure Game 48H EF Men  150ml,1,No(s),399,2
61,111263,Adidas Deodorants Victory Lge 48H EF Men  150ml,1,No(s),399,2
62,111301,Adidas Perfumes Dynamic Pulse  100ml,1,No(s),1650,2
63,111303,Adidas Perfumes Pure Game  100ml,1,No(s),1650,2
64,111304,Adidas Perfumes UEFA CL Goal  100ml,1,No(s),1650,2
65,111305,Adidas Perfumes Victory League  100ml,1,No(s),1650,2
66,12742,Adiff Aquous Gel 0.1% 15gm,1,No(s),204.56,1
67,75979,Adilip Tab 135mg 10s,10,10s,251.25,6
68,61303,Adril Lotion  100ml,1,No(s),236,2
69,91805,Advay Electric Heating Pad  1s,1,No(s),630,3
70,59779,Advent Forte Syrup 400mg/57mg 30ml,1,No(s),241.74,2
71,5015,Aerocort Inhaler   200MD,1,No(s),341.59,2
72,8271,AF 150 Tab 150mg 1s,1,No(s),12.2,1
73,53817,AF Kit Tab  1s,1,No(s),107.8,1
74,36702,Afdura Tab 0.5mg/10mg 10s,10,10s,153.75,4
75,99431,Ahaglow Advance Gel Face wash 200ml,1,No(s),798,4
76,70939,Ahaglow Gel Face wash 100gm,1,No(s),565,1
77,95014,Ahaglow S Foaming Face Wash Spray  100ml,1,No(s),798,3
78,78349,Ahaglow S Foaming Face wash Spray  60ml,1,No(s),299,1
79,102689,Ainini 3 Way Action (Vogue) Tab  1x60,1,No(s),711,4
80,106516,Aktive Abdominal Binder Support XL 588   1s,1,No(s),680,1
81,106523,Aktive AKL-003 Weekly Pill Box AM/PM   1s,1,No(s),293.64,3
82,106522,Aktive AKL004 Tablet Cutter   1s,1,No(s),290,2
83,106524,Aktive AKL021 Heel Gel Protector   1s,1,No(s),352.37,1
84,106501,Aktive Arm Sling Pouch (XL) 571   1s,1,No(s),390,2
85,106511,Aktive Elbow Support (Large) 520   1s,1,No(s),375,1
86,106526,Aktive Gel Heel Pad 560 Large   1s,1,No(s),355.93,2
87,106527,Aktive Gel Heel Pad 560 Small   1s,1,No(s),355.93,2
88,106499,Aktive Knee Support Elastic (XL) 500   1s,1,No(s),375,1
89,106513,Aktive Lumbo Sacral Support Belt (XL) 543   1s,1,No(s),990,2
90,106489,Aktive Wrist & Thumb Support (L) 532   1s,1,No(s),450,1
91,106514,Aktive Wrist Support Fits All 533   1s,1,No(s),290,1
92,61357,Akurit 3 Tab  10s,10,10s,85.7,3
93,60452,Akurit 4 Tab  10s,10,10s,113.1,1
94,13162,Akurit Tab  6s,6,6s,22.97,5
95,30500,Alaspan AM Tab 5mg/60mg 10s,10,10s,118.13,2
96,26298,Alaspan Tab 10mg 10s,10,10s,160.31,5
97,26371,Alcohol Swabs Mak   100s,100,100s,93.75,0
98,74365,Aldactone Tab 100mg 15s,15,15s,263.2,4
99,73656,Aldactone Tab 25mg 15s,15,15s,34.9,3
100,73954,Aldactone Tab 50mg 15s,15,15s,69.96,6
101,108084,Aldigesic P Tab 100mg/325mg 15s,15,15s,119.05,2
102,85059,Aldigesic SP Tab 100mg/325mg/10mg 10s,10,10s,123.75,1
103,72674,Aldonil OD Tab 150mg 10s,10,10s,290.48,2
104,88342,Alerfix Total Tab 10mg/75mg 15s,15,15s,296.67,1
105,62,Alerid Syrup 5mg/5ml 30ml,1,No(s),21.1,2
106,82082,Alerid Syrup 5mg/5ml 60ml,1,No(s),42.2,2
107,63,Alerid Tab 10mg 10s,10,10s,20.05,5
108,75915,Alex Junior Syrup 5mg/5ml/2ml/5ml 60ml,1,No(s),117.19,3
109,3560,Alex Lozenges  10s,10,10s,132.18,5
110,97098,Alex Sugar Free Lozenges  10s,10,10s,135.93,6
111,89017,Alex Sugar Free Syrup 10mg/5mg/2mg 100ml,1,No(s),158.43,7
112,68,Alex Syrup  100ml,1,No(s),158.43,6
113,79201,Alfoo Tab 10mg 30s,30,30s,780,3
114,87843,Alfusin D Tab 10mg/0.5mg 15s,15,15s,616,2
115,75679,Alfusin Tab 10mg 15s,15,15s,338.79,3
116,90011,Alkacitral Liquid 1.25gm 100ml,1,No(s),152.71,4
117,96651,Alkasol SF Solution  100ml,1,No(s),147.8,4
118,103470,Alkof Ginger Flavour Cough Lozenges 0.6mg/1.2mg 10s,10,10s,37.5,22
119,103469,Alkof Orange Cough Lozenges 0.6mg/1.2mg 10s,10,10s,36.56,52
120,110428,Allegra D Tab 60mg/120mg 10s,10,10s,281.25,5
121,75290,Allegra M Tab 120mg/10mg 10s,10,10s,301.3,7
122,103875,Allegra Nasal DUO 7G/70MD  27.5mcg 1s,1,No(s),410.63,1
123,96075,Allegra Nasal Spray 120MD  27.5mcg 1s,1,No(s),493,1
124,72152,Allegra Susp 30mg/5ml 100ml,1,No(s),235.5,5
125,27970,Allegra Tab 120mg 10s,10,10s,272.99,24
126,27834,Allegra Tab 180mg 10s,10,10s,312.04,40
127,23376,Allercet DC Tab  10s,10,10s,124.6,1
128,75248,Allstar (Reusable Insulin Delivery Device)   1s,1,No(s),1189,2
129,98816,Alpenliebe Gold Caramel Candy Stick  36gm,1,No(s),20,6
130,106681,Alpenliebe.C Gold Cream Strawberry Candy Stick  36Gm,1,No(s),20,6
131,53889,Alphagan Z Eye Drops 0.1% 5ml,1,No(s),548.65,2
132,23202,Alprax Tab 0.25mg 15s,15,15s,39.65,5
133,22997,Alprax Tab 0.5mg 15s,15,15s,81.35,8
134,101,Althrocin Tab 500mg 10s,10,10s,135.84,4
135,109584,Altraday Cap 20mg/200mg 15s,15,15s,210.94,5
136,20510,Altraz Tab 1mg 14s,14,14s,759.38,1
137,3345,Amalaki (Himalaya) Tab 250mg 1x60,1,No(s),325,4
138,74709,Amantrel Tab 100mg 15s,15,15s,277.33,1
139,91372,Amaryl M 2 Forte Tab  15s,15,15s,284.93,1
140,98168,Amaryl M Tab 1mg/500mg 20s,20,20s,302.97,4
141,97816,Amaryl M Tab 2mg/500mg 20s,20,20s,453.35,17
142,88609,Amaryl MV 1 Tab 0.2mg/1mg/500mg 15s,15,15s,191,2
143,85270,Amaryl Tab 1mg 30s,30,30s,118.44,8
144,85633,Amaryl Tab 2mg 30s,30,30s,185.55,16
145,86712,Amaryl Tab 3mg 30s,30,30s,547.05,2
146,118,Ambrodil S Syrup 1mg/15mg/5ml 100ml,1,No(s),36.56,1
147,3098,Ambrodil Syrup  100ml,1,No(s),84.38,1
148,15981,Ambrolite D Syrup  100ml,1,No(s),130.31,3
149,119,Ambrolite S Expt Syrup  100ml,1,No(s),130.78,3
150,120,Ambrolite Syrup 30mg/5ml 100ml,1,No(s),32.67,1
151,87642,Amcard Tab 5mg 7s,7,7s,14.96,6
152,128,Amdepin Tab 10mg 10s,10,10s,58.12,6
153,55418,Amdepin Tab 2.5mg 15s,15,15s,28.19,4
154,54777,Amdepin Tab 5mg 15s,15,15s,40.01,12
155,85777,Amlip AT Tab 5mg/50mg 10s,10,10s,90.58,2
156,42299,Amlip Tab 10mg 10s,10,10s,57.23,2
157,43002,Amlip Tab 2.5mg 10s,10,10s,20.38,9
158,19569,Amlip Tab 5mg 10s,10,10s,26.66,5
159,79059,Amlogard Tab 2.5mg 30s,30,30s,57.1,2
160,79836,Amlogard Tab 5mg 30s,30,30s,80,3
161,98470,Amlokind AT Tab 5mg/50mg 15s,15,15s,38.11,2
162,69572,Amlong A Tab 5mg/50mg 15s,15,15s,163.1,4
163,75064,Amlong Tab 10mg 15s,15,15s,163.1,4
164,73784,Amlong Tab 2.5mg 15s,15,15s,28.65,2
165,102144,Amlong Tab 5mg 30s,30,30s,80,3
166,12822,Amlopres Tab 2.5mg 15s,15,15s,28.65,14
167,95293,Amlopres Tab 5mg 30s,30,30s,80,16
168,91928,Amlopres TL Tab 5mg/40mg 15s,15,15s,138.34,2
169,49643,Amlopres-AT Tab 25mg 15s,15,15s,137.89,9
170,22318,Amlopres-AT Tab 5mg/50mg 15s,15,15s,185.39,4
171,95295,Amlopress TL Tab 5mg/40mg 15s,15,15s,138.35,2
172,100460,Amlosafe AT Tab 5mg/50mg 15s,15,15s,126.56,2
173,101751,Amlozaar Tab 5mg/50mg 15s,15,15s,280.31,3
174,93573,Amlycure DS Cap  20s,20,20s,202,1
175,102556,Amoxyclav Tab 1000mg 10s,10,10s,822.09,1
176,93689,Amoxyclav Tab 625mg 10s,10,10s,195.46,3
177,69294,Amrutanjan Balm Aromatic Massage 27.5ml,1,No(s),110,2
178,69295,Amrutanjan Balm Aromatic Massage 50ml,1,No(s),141,2
179,69297,Amrutanjan Balm Faster Relaxation Massage Strong 27.5ml,1,No(s),95,2
180,69298,Amrutanjan Balm Faster Relaxation Massage Strong 50ml,1,No(s),127,3
181,76944,Amrutanjan Balm Maha strong Pain 8ml,1,No(s),45,2
182,71061,Amrutanjan Cough and Cold Rub Relief 30gm,1,No(s),47,3
183,89448,Amrutanjan Decorn Corn Caps  1s,1,No(s),29,4
184,111130,Amrutanjan Jiffy Cream Gel  30gm,1,No(s),150,2
185,100515,Amrutanjan Maha Strong Pain Balm  27.5ml,1,No(s),104,2
186,100516,Amrutanjan Maha Strong Pain Balm  50ml,1,No(s),179,2
187,69301,Amrutanjan Nasal Inhaler Relief 0.75gm,1,No(s),47,16
188,111129,Amrutanjan Nasal Spray  10ml,1,No(s),95,2
189,111131,Amrutanjan Oil Ortho Pain Relief  120ml,1,No(s),295,2
190,76945,Amrutanjan Roll On Back Pain 50ml,1,No(s),94,3
191,69303,Amrutanjan Roll On Kick Out Pain 10ml,1,No(s),70,6
192,87052,Amrutanjan Spray Joint Muscle 80gm,1,No(s),235,3
193,105449,Amrutanjan Stop Itch Anti Fungal Powder Spray  100gm,1,No(s),281.25,2
194,67546,Amtas AT 50 Tab 5mg/50mg 15s,15,15s,175.31,1
195,69466,Amtas AT Tab 25mg 15s,15,15s,97.27,1
196,70083,Amtas M Tab 25mg 15s,15,15s,194.77,1
197,68977,Amtas M Tab 50mg 15s,15,15s,230.39,3
198,92335,Amtas Tab 2.5mg 30s,30,30s,57.33,1
199,92206,Amtas Tab 5mg 30s,30,30s,80.01,2
200,91140,Anaboom AD Shampoo  100ml,1,No(s),426.56,2
201,97727,Anasure 5% Solution  60ml,1,No(s),876.56,4
202,3806,Andre I-Kul NF Eye Drops  10ml,1,No(s),80.12,20
203,65305,Androanagen Tab  10s,10,10s,249.15,4
204,107007,Angispan-TR Tab 2.5mg 30 X 1,1,No(s),296.25,2
205,77741,Ankopep Softgel  10s,10,10s,177.08,2
206,93882,Ano Metrogyl Cream  20gm,1,No(s),189.11,2
207,59686,Anobliss Cream 0.3%/1.5%w/w 30gm,1,No(s),153.62,2
208,99168,Anorelief Cream  30gm,1,No(s),184.6,1
209,210,Anovate Cream  20gm,1,No(s),145.31,2
210,90134,Antiflu Cap 75mg 10s,10,10s,906.79,3
211,213,Antoxid Cap  30s,30,30s,390.23,2
212,4872,Antoxid HC Cap  30s,30,30s,734.75,1
213,66545,Anxit Tab 0.5mg 15s,15,15s,52.5,6
214,41019,Apdrops Eye Drops 0.5%w/v 5ml,1,No(s),205.31,1
215,82495,Apidra Cartridge 100 IU 3ml,1,No(s),430,4
216,53787,Apidra Solostar Pen Inj  3ml,1,No(s),550,3
217,98833,Apigat Tab 5mg 1x30,1,No(s),801.56,2
218,103442,Apis Honey  225gm,1,No(s),199,2
219,103441,Apis Honey  500gm,1,No(s),260,2
220,55802,Aplazar Tab  10s,10,10s,390,3
221,90301642,Applied Nutrition Creatine Monohydrate Strawberry & Raspberry 50 Servings 250gm,1,No(s),3499,4
222,90301640,Applied Nutrition Creatine Monohydrate Unflavoured 50 Servings 250gm,1,No(s),3499,7
223,90301308,Applied Nutrition L-Arginine 1500mg 1 x 120,1,No(s),3299,1
224,90301637,Applied Nutrition L-Glutamine Powder Micronized 50 Servings,1,No(s),2999,5
225,90301636,Applied Nutrition Multi-Vitamin Complex Capsules 1x90,1,No(s),2499,6
226,90301638,Applied Nutrition Probiotic Advanced Multi-Strain 1x60,1,No(s),4999,5
227,104269,Aprezo Tab 10mg 4s,4,4s,106.88,4
228,92203,Aprezo Tab 30mg 10s,10,10s,304.69,3
229,90047,Aptamil Stage 1 Gold  400gm,1,No(s),1010,2
230,86371,Apurtia Max Cap  10s,10,10s,799.96,1
231,103743,Aqsusten Inj 50mg 2.237ml,1,No(s),204.38,6
232,106716,Aquaderm Face & Body Wash   200ml,1,No(s),638.5,1
233,106286,Aqualogica Detan+ Dewy Sunscreen  50gm,1,No(s),449,2
234,106285,Aqualogica Glow+ Dewy Sunscreen  50gm,1,No(s),449,1
235,106282,Aqualogica Glow+ Oil Free Moisturizer  100gm,1,No(s),399,2
236,106283,Aqualogica Glow+ Smoothie Face Wash  100ml,1,No(s),249,2
237,106288,Aqualogica Radiance+ Dewy Sunscreen  50gm,1,No(s),449,2
238,106284,Aqualogica Radiance+ Smoothie Face Wash  100ml,1,No(s),249,2
239,93847,Aquasoft FC Advanced Cream  100gm,1,No(s),448,2
240,20122,Aquasol A Cap  1x30,30,30s,36.86,2
241,110967,Aqueria Face Serums Glacier Thermal Water Gentle  30ml,1,No(s),749,4
242,110968,Aqueria Glacier Thermal Water Gentle Face Moisturizer 50gm,1,No(s),525,4
243,110966,Aqueria Glacier Thermal Water Gentle Face Wash  100ml,1,No(s),349,4
244,110970,Aqueria Glacier Thermal Water Gentle Spot Corrector 15ml,1,No(s),425,4
245,110976,Aqueria Spring Snow Water Deo Roll On French Flora 50ml,1,No(s),425,4
246,110973,Aqueria Spring Snow Water Face Serums 30ml,1,No(s),749,4
247,110972,Aqueria Spring Snow Water Face Wash 100ml,1,No(s),349,4
248,110975,Aqueria Spring Snow Water Sunscreen 50gm,1,No(s),649,2
249,110974,Aqueria Spring Snow Water Underarm Roll On French Aqua 50gm,1,No(s),425,4
250,110969,Aqueria Thermal Water Gentle Sunscreen Glacier 50gm,1,No(s),649,4
251,103509,Aqurea 20 Moisturizing Urea Cream  100gm,1,No(s),536,1
252,6257,Arachitol Inj 6 Lac IU/ml 1ml 1s,1,No(s),84.79,6
253,81855,Arachitol Nano Oral Solution 60000 IU/5ml 5ml,1,No(s),118.93,46
254,79469,Arbitel AV Tab 40mg/10mg 10s,10,10s,220.3,3
255,10643,ARG 9 Granules  5gm,1,No(s),50.2,21
256,32635,Argin Sachet  5gm,1,No(s),60,37
257,77059,Argipreg Sachet 3gm/75mg 6.5g,1,No(s),21.07,2
258,85878,Argiprime Sachet 3gm/75mg 6gm,1,No(s),28.03,6
259,15901,Aricep Tab 5mg 10s,10,10s,128.91,3
260,93061,Arip MT Tab 5mg 15s,15,15s,160.7,5
261,5213,Aristozyme Cap  15s,15,15s,97.5,1
262,244,Aristozyme Liquid  200ml,1,No(s),151.87,5
263,3346,Arjuna (Himalaya) Cap  1x60,1,No(s),295,2
264,88319,Arkamin Tab 100mcg 30s,30,30s,99.28,3
265,21004,Armotraz Tab 1mg 10s,10,10s,713.38,7
266,99737,Arpizol Tab 2mg 10s,10,10s,77.81,2
267,41098,Arpizol Tab 5mg 10s,10,10s,104.06,3
268,56163,Arvast Tab 20mg 10s,10,10s,338.91,1
269,36095,Arzep  Nasal Spray 10ml,1,No(s),589.3,2
270,93860,Asar Tab 40mg 10s,10,10s,134.06,3
271,34615,Ascazin Tab  10s,10,10s,81,9
272,75876,Ascoril C Syrup  120ml,1,No(s),83.34,2
273,8584,Ascoril D Plus Syrup  100ml,1,No(s),158.43,2
274,96350,Ascoril LS Junior Expectorant  60ml,1,No(s),108.75,2
275,65481,Ascoril LS Syrup  100ml,1,No(s),144.85,3
276,3537,Ascoril Plus Expt  120ml,1,No(s),157.97,4
277,4321,Ashwagandha (Himalaya) Tab 250mg 60x1,1,No(s),260,8
278,100086,Ashwagandha 3 Way Action (Vogue) Tab  1x60,1,No(s),1299,2
279,87940,Asomex AT Tab 2.5mg/50mg 15s,15,15s,216.98,2
280,87457,Asomex Tab 2.5mg 15s,15,15s,108.35,2
281,87631,Asomex Tab 5mg 15s,15,15s,153.7,4
282,99823,Asprito Tab 5mg 15s,15,15s,101.72,2
283,7437,Asthafen Tab 1mg 10s,10,10s,64.17,2
284,77282,Asthakind (Sugar Free) Expectorant 1.25mg/2mg/50mg 100ml,1,No(s),41.25,2
285,35565,Asthakind DX Syrup  100ml,1,No(s),36.56,2
286,93554,Asthakind LS (Sugar Free) Expectorant  100ml,1,No(s),109.21,2
287,88233,Asthalin Inhaler 100mcg 200MD,1,No(s),168.79,9
288,261,Asthalin Respules  2.5ml,1,No(s),8.8,30
289,96593,Asthalin Rotacaps 200mcg 1x60s,1,No(s),65.25,1
290,263,Asthalin Syrup 2mg/5ml 100ml,1,No(s),19.22,4
291,93225,Atarax Anti Itch Lotion  100ml,1,No(s),591,1
292,275,Atarax Drops  15ml,1,No(s),15.83,2
293,276,Atarax Syrup  100ml,1,No(s),24.26,2
294,58404,Atarax Tab 10mg 15s,15,15s,15.01,2
295,58085,Atarax Tab 25mg 15s,15,15s,12.67,4
296,3826,Aten Tab 50mg 14s,14,14s,28.79,3
297,86254,Ativan Tab 1mg 30s,30,30s,73.63,19
298,86471,Ativan Tab 2mg 30s,30,30s,89.9,28
299,48887,Atogla Cream  100gm,1,No(s),349,1
300,56878,Atogla Lotion  200ml,1,No(s),666.75,2
301,86240,Atorlip Tab 10mg 15s,15,15s,79.68,4
302,89804,Atorlip Tab 20mg 15s,15,15s,201.28,2
303,94493,Atorva Tab 10mg 15s,15,15S,81.11,7
304,94863,Atorva Tab 20mg 15s,15,15s,201.25,4
305,94729,Atorva Tab 5mg 15s,15,15s,160.62,2
306,39838,Atorva Tab 80mg 10s,10,10s,433.49,4
307,103955,Atulya Facial Mist Toner Vitamin C 150ml,1,No(s),399,1
308,100146,Atulya Hair Oil Amla & Bhringraj 200ml,1,No(s),530,1
309,100142,Atulya Pure Cold Pressed Oil Castor 200ml,1,No(s),299,2
310,100140,Atulya Pure Cold Pressed Oil Neem Oil 200ml,1,No(s),349,2
311,100141,Atulya Pure Cold Pressed Oil Sweet Almond 100ml,1,No(s),599,2
312,3397,Augmentin Duo Dry Syrup  30ml,1,No(s),64.42,2
313,43776,Augmentin Duo Duble Strength Syrup  30ml,1,No(s),196.13,7
314,81446,Augmentin Duo Tab 1000mg 10s,10,10s,681.98,2
315,81214,Augmentin Duo Tab 625mg 10s,10,10s,195.39,24
316,111358,Augmentin ES Suspension  60ml,1,No(s),230.38,3
317,81875,Augmentin Tab 375mg 10s,10,10s,259.64,1
318,93644,Augumet 625 LB Tab  10s,10,10s,595,3
319,304,Autrin Cap  30s,30,30s,205.28,1
320,75091,Avamys Nasal Spray 27.5mcg/MD 120MD,1,No(s),458.77,3
321,102299,Avanair Tab 100mg 4s,4,4s,274.51,4
322,101401,Avanair Tab 200mg 4s,4,4s,363,3
323,37956,Avas Tab 40mg 10s,10,10s,206.2,4
324,84187,Aveeno  Daily Moisturizing Lotion 354ml,1,No(s),1260,3
325,106645,Aveeno Baby Daily Dermexa Moisturising Cream  206gm,1,No(s),1299,2
326,91731,Aveeno Baby Daily Moisturizing Lotion  227gm,1,No(s),1050,2
327,106647,Aveeno Baby DM Wash Shampoo  100ml,1,No(s),338,2
328,111591,Aveeno Baby Soap Daily Moisture  75gm,1,No(s),200,2
329,91733,Aveeno Baby Soothing Relief Moisture Cream  227gm,1,No(s),1300,2
330,93429,Aveeno Daily Moisturising Lotion  71ml,1,No(s),440,1
331,109561,Aveeno Daily Moisturizer Spf-30  50ml,1,No(s),1080,2
332,93803,Aveeno Daily Moisturizing Wash  354ml,1,No(s),815,2
333,106649,Aveeno Dermexa Daily emollient cream  200ml,1,No(s),1650,2
334,109614,Aveeno Nourishing Oat Cleanser  200ml,1,No(s),650,2
335,109560,Aveeno Oat Gel Moisture  50gm,1,No(s),1300,2
336,91730,Aveeno Skin Relief Lotion  354ml,1,No(s),1560,1
337,106648,Aveeno Skin Relief Lotion  71gm,1,No(s),499,2
338,93804,Aveeno Skin Relief Wash  354ml,1,No(s),1090,1
339,109559,Aveeno Triple Oat Serum  30ml,1,No(s),1000,2
340,72576,Avene  Cleanance Gel 200ml,1,No(s),1650,2
341,91159,Avene Cleansing Gel  100ml,1,No(s),1250,2
342,95935,Avene Cleansing Gel Cleanance 400ml,1,No(s),2850,2
343,100673,Avene Revitalising Nourshing Cream  50ml,1,No(s),2400,1
344,72572,Avene Thermal Spring Water  150ml,1,No(s),1650,2
345,72573,Avene Thermal Spring Water  50ml,1,No(s),490,2
346,94936,Avene Very High Protection SPF 50 Cleanance 50ml,1,No(s),1800,2
347,72574,Avene Very High Protection SPF 50 Plus Cream  50ml,1,No(s),2400,2
348,75250,Avene Very High Protection SPF50+ Spray  200ml,1,No(s),3500,2
349,15712,Avil Tab 25mg 15s,15,15s,3.37,2
350,311,Avomine Tab 25mg 10s,10,10s,69.83,9
351,86199,Axcer Tab 90mg 14s,14,14s,656.25,2
352,17902,Axepta Tab 10mg 10s,10,10s,133.13,7
353,104668,Axogermina Oral Susp 2Billions 5ml,1,No(s),93.75,17
354,102792,Azax Tab 500mg 5s,5,5s,125.83,35
355,103872,Azee 200 Liquid  15ml,1,No(s),54.63,2
356,86391,Azee Tab 500mg 5s,5,5s,125.88,4
357,104541,Azee XL Liquid 200mg 30ml,1,No(s),109.3,1
358,32305,Azeflo Nasal Spray  50mcg/140mcg 70md,1,No(s),523.69,1
359,102094,Azicip Tab 250mg 6s,6,6s,79.76,3
360,25468,Azicip Tab 500mg 3s,3,3s,74.24,7
361,317,Aziderm Cream 10% 15gm,1,No(s),331.8,2
362,318,Aziderm Cream 20% 15gm,1,No(s),347.8,2
363,78324,Aziderm Gel 10%w/w 15gm,1,No(s),283,2
364,93110,Aziderm Gel 15%w/w 15gm,1,No(s),317.81,1
365,81317,Aziderm Gel 20% 15gm,1,No(s),328.1,2
366,106881,Aziderm Plus Cream  15gm,1,No(s),326.25,1
367,87149,Azithral Tab 500mg 5s,5,5s,125.89,7
368,4664,Azithral-200 Liquid  15ml,1,No(s),54.63,1
369,4073,Aziwok Liquid 200mg 15ml,1,No(s),42.19,2
370,72461,Azopt Eye Drops 1% 5ml,1,No(s),614.06,1
371,99180,Azoran Tab 50mg 20s,20,20s,240.31,7
372,89940,Aztor Tab 10mg 15s,15,15s,79.63,3
373,93014,Aztor Tab 5mg 15s,15,15s,129.84,2
374,88266,Azulix MF Tab 1mg/500mg 15s,15,15s,169.95,4
375,110278,Azurex Inhaler  0.5ml,1,No(s),99,24
376,109014,Azurex Relievex Back Pain Roll On  50ml,1,No(s),310.55,3
377,109015,Azurex Relievex Head Ache Roll On  10ml,1,No(s),299,3
378,108963,B Colex Cap  10s,10,10s,59.06,3
379,89995,B Muce Ointment  5gm,1,No(s),106.52,3
380,108610,B-complex Cap  15s,15,15s,84.53,4
381,20671,B-D Alcohal Swab   1s,1,No(s),3,242
382,44343,Baclof Tab 10mg 10s,10,10s,127.09,2
383,89404,Bactblend Cap  10s,10,10s,231,8
384,339,Bactrim DS Tab  10s,10,10s,24.56,2
385,110933,Baidyanath Isabgol Husk Powder  100gm,1,No(s),180,2
386,110934,Baidyanath Isabgol Husk Powder  200gm,1,No(s),350,1
387,110935,Baidyanath Kabz Har Powder  200gm,1,No(s),169,2
388,110937,Baidyanath Kabz Har Tab  60s,60,60s,183,2
389,110938,Baidyanath Rumartho Gold Cap  30s,30,30s,572,2
390,111205,Baidyanath Rumartho Gold Plus Cap  30s,30,30s,985,2
391,110940,Baidyanath Triphala Churna  200gm,1,No(s),152,1
392,110941,Baidyanath Triphala Churna  500gm,1,No(s),225,2
393,32737,Bandage  2 Inch 1s,1,No(s),7.33,12
394,32733,Bandage  3 Inch 1s,1,No(s),8.98,12
395,32732,Bandage  4 Inch 1s,1,No(s),12.5,12
