Slno,Item Code,Item Name,Units/Pack,Pack Name,MRP,SOH In Packs
1214,73461,Dove Dryness Care Shampoo 180ml,1,No(s),172,1
1215,71744,Dove Fresh Moisture Bathing Bar 75gm,1,No(s),67,3
1216,75206,Dove Hairfall Rescue Shampoo 180ml,1,No(s),172,2
1217,75412,Dove Intense Repair Therapy Shampoo 180ml,1,No(s),172,1
1218,106325,Dove Sensitive  125gm,1,No(s),96,2
1219,16486,Dove Soap  100gm,1,No(s),60,2
1220,16393,Dove Soap Combi Pack 3 x125gm,1,No(s),258,2
1221,61213,Doxinate Tab 10mg/10mg 30s,30,30s,285.84,3
1222,73661,Doxy 1LDR Forte Cap  10s,10,10s,113.2,10
1223,81950,Dr Ortho Ayuvedic Massage Oil Medicinal 120ml,1,No(s),276,2
1224,109666,Dr Ortho Ayuvedic Strong Oil  120ml,1,No(s),421,1
1225,107868,Dravyaveda Ashwagandha Cap  1x60,1,No(s),1499,2
1226,107862,Dravyaveda Shatavari Cap  1x60,1,No(s),1499,2
1227,107861,Dravyaveda Triphala Tab  1x60,1,No(s),999,2
1228,108923,Drotifair M Tab 80mg/250mg 10s,10,10s,135.94,2
1229,99695,Drotin DS Suspension 20mg/5ml 100ml,1,No(s),367.55,2
1230,88782,Drotin DS Tab 80mg 15s,15,15s,254.4,1
1231,76347,Drotin M Tab 80mg/250mg 10s,10,10s,241.41,4
1232,95269,Drotin Tab 40mg 15s,15,15s,144.29,1
1233,1014,Droxyl Tab 500mg 10s,10,10s,70.4,1
1234,84789,DS Acne Face Wash  100gm,1,No(s),490,3
1235,25283,DSN Cap  15s,15,15s,210.09,3
1236,99771,Dubinor Ointment  30gm,1,No(s),399,2
1237,88512,Dubinor Tab 75mg/10mg/1500mcg 10s,10,10s,268.73,1
1238,15927,Dulane Cap 20mg 10s,10,10s,141.56,7
1239,15016,Dulane Tab 30mg 10s,10,10s,195.94,1
1240,78073,Dulcoflex (Child) Suppositories 5mg 5s,5,5s,53.25,1
1241,110561,Dulcoflex Tab 5mg 15s,15,15s,18.59,45
1242,95465,Duolin 3 Respules  3ml,1,No(s),25.71,55
1243,3804,Duolin Inhaler 200md 1s,1,No(s),425.65,6
1244,86123,Duolin LD Respule 500mcg/0.63mg/2.5ml 5x2.5ml,1,No(s),19.09,25
1245,7380,Duonase Nasal Spray 50mcg/140mcg 70MD,1,No(s),606.55,2
1246,91895,Duphalac Bulk Oral Solution  160ml,1,No(s),439.57,2
1247,3376,Duphalac Liquid  450ml,1,No(s),590.62,4
1248,88351,Duphalac Oral Solution  250ml,1,No(s),328.12,1
1249,88301,Duphalac Oral Solution 3.335gm/5ml 150ml,1,No(s),196.87,2
1250,1024,Duphaston Tab 10mg 10s,10,10s,901.82,2
1251,91618,Dura Plus Tab 10mg/30mg 4s,4,4s,339.38,2
1252,65427,Duralast Tab 30mg 4s,4,4s,205.31,4
1253,110855,Durex 5 in 1 Pleasure Pack Assorted Condoms  1x20s,1,No(s),590,3
1254,91547,Durex Air Pack  1x10s,1,No(s),356,5
1255,91546,Durex Air Pack  1x3s,1,No(s),99,19
1256,95911,Durex Bubblegum  1x12s,1,No(s),216,3
1257,109153,Durex Climax Delay Spray For Men  1s,1,No(s),374,2
1258,102635,Durex Dur Real Feel Condoms  1x10s,1,No(s),599,2
1259,102634,Durex Dur Real Feel Condoms  1x3s,1,No(s),181,9
1260,109154,Durex Elevate Performa Capsules For Men  1s,1,No(s),561,2
1261,78893,Durex Extra  Thin (Superthin) 1x3,1,No(s),99,4
1262,78890,Durex Extra Dots  1x10,1,No(s),324,3
1263,78891,Durex Extra Dots (Dotted) 1x3,1,No(s),99,8
1264,78889,Durex Extra Ribbed (Ribbed and Dotted) 1x3,1,No(s),99,10
1265,78892,Durex Extra Thin (Superthin) 1x10,1,No(s),324,4
1266,100003,Durex Intense  1x10,1,No(s),550,3
1267,100004,Durex Intense  1x3,1,No(s),180,4
1268,77067,Durex Intense  Vibration Ring  1s,1,No(s),749,2
1269,109151,Durex Intense Vibe Bullet  1s,1,No(s),2811,2
1270,97111,Durex Invisible  1x10,1,No(s),550,3
1271,97110,Durex Invisible  1x3,1,No(s),180,4
1272,109554,Durex Invisible 003  10s,1,No(s),650,2
1273,109553,Durex Invisible 003  3s,1,No(s),199,4
1274,106641,Durex Invisible Close Fit  1x10s,1,No(s),599,3
1275,106640,Durex Invisible Close Fit  1x3s,1,No(s),181,4
1276,71457,Durex Massage Lube Ylang Ylang Sensual  200ml,1,No(s),569,2
1277,94628,Durex Mutual Climax Condom  1x10,1,No(s),478,3
1278,94627,Durex Mutual Climax Condom  1x3,1,No(s),174,12
1279,110851,Durex Naturals Smooth Glide Ultra Thin Condoms  1x10s,1,No(s),650,4
1280,59048,Durex Play Pleasure Gel Cheeky Cherry 50ml,1,No(s),399,2
1281,71143,Durex Play Pleasure Gel Saucy Straberry 50ml,1,No(s),399,2
1282,109157,Durex Playthings Positions Of Play Card Game For Couples  1s,1,No(s),2342.81,1
1283,103378,Durex Real Feel Lube  50ml,1,No(s),399,4
1284,80419,Dutas Cap 0.5mg 30s,30,30s,1441.93,14
1285,107559,Duvadilan Retard Cap  15s,15,15s,285.28,2
1286,14531,Duzela Cap 30mg 10s,10,10s,195.94,3
1287,22305,Dycerin Cap 50mg 10s,10,10s,177,2
1288,96786,Dydroboon Tab 10mg 10s,10,10s,668.43,4
1289,90300010,Dymatize Elite Whey Protein Powder Chocolate 5 Lbs,1,No(s),12011.82,5
1290,90301749,Dymatize Energize Pre-workout Lemon Lime 30 Servings Powder 400GM,1,No(s),5499,2
1291,90301750,Dymatize Energize Pre-workout Strawberry Lemonade 30 Servings Powder 400GM,1,No(s),5499,5
1292,90300013,Dymatize ISO 100 Protein Powder Chocolate 5 Lbs,1,No(s),23999,19
1293,90301181,Dymatize ISO 100 Protein Powder Fruity Pebbles 5Lbs,1,No(s),23999,4
1294,90300308,Dymatize ISO 100 Protein Powder Fudge Brownie 5 Lbs,1,No(s),23999,4
1295,90300014,Dymatize ISO 100 Protein Powder Vanilla 5 Lbs,1,No(s),23999,9
1296,111030,Dynaduo M Tab 10mg/5mg/1000mg 10s,10,10s,112.49,1
1297,110582,Dynaduo M Tab 25mg/5mg/1000mg 10s,10,10s,140.61,1
1298,101948,Dynafit Bandage  10cm x 4m 1s,1,No(s),395,5
1299,102607,Dynafit Bandage  15cm x 4m 1s,1,No(s),496,2
1300,101947,Dynafit Bandage  6cm x 4m 1s,1,No(s),253,1
1301,101946,Dynafit Bandage  8cm x 4m 1s,1,No(s),278,2
1302,111031,Dynaglipt LM Tab 5mg/500mg 10s,10,10s,123.73,1
1303,89707,Dynaglipt M Tab 20mg/500mg 10s,10,10s,149.58,3
1304,12749,Dynapar Gel  30gm,1,No(s),158.81,2
1305,79179,Dynapar QPS Plus Topical Solution 2%/10%/5% 30ml,1,No(s),184.69,4
1306,77588,Dynapar QPS Topical Solution 4%/10%w/v 30ml,1,No(s),356.25,1
1307,102082,Dynapar Tab 50mg/325mg 15s,15,15s,130.45,1
1308,97035,Dytor Plus LS 10 Tab 10mg/25mg 15s,15,15s,78.05,1
1309,76688,Dytor Plus Tab 10mg/50mg 15s,15,15s,111.42,1
1310,91971,Dytor Plus Tab 20mg 15s,15,15s,145.2,2
1311,92207,Dytor Plus Tab 5mg 15s,15,15s,98.62,2
1312,69378,Dytor Tab 10mg 15s,15,15s,105.92,4
1313,23485,Dytor Tab 40mg 10s,10,10s,271.27,5
1314,82165,Dytor Tab 5mg 15s,15,15s,81.35,6
1315,104197,E 400 Softgel Cap  10s,10,10s,89,7
1316,52839,E Cod Plus Cap  15s,15,15s,409,3
1317,94990,Earthwin Amalaki Cap  60x1,60,60x1,609.38,1
1318,105180,Earthwin Ashwagandha Cap  1x30,1,No(s),609.37,3
1319,94989,Earthwin Brahmi Cap  60x1,60,60x1,609.38,2
1320,94846,Earthwin Triphala Cap  60x1,60,60x1,609.38,2
1321,65338,Easibreathe Inhalant Cap  10s,10,10s,84.21,4
1322,14365,Ebast DC Tab  10s,10,10s,124.6,4
1323,103316,Ebast M Tab  15s,15,15s,304.6,2
1324,106130,Ebast Tab 10mg 15s,15,15s,192.1,3
1325,105128,Ebast Tab 20mg 15s,15,15s,209,2
1326,91707,Ebernet Cream 1% 60gm,1,No(s),941.95,4
1327,18131,Ecoflora Cap  10s,10,10s,656.25,3
1328,89559,Ecomoist Ultra Eye Drops 400NF/4MG 10ml,1,No(s),521.72,2
1329,98951,Econorm Cap 250mg 6s,6,6s,303.21,4
1330,1041,Econorm Sachet,1,No(s),71.11,30
1331,109350,Ecosprin AV 75/20 Cap  15s,15,15s,66.8,10
1332,100944,Ecosprin AV 75/40 Cap  10s,10,10s,206.72,2
1333,70068,Ecosprin AV Cap 150/10 15s,15,15s,26.85,4
1334,105852,Ecosprin AV Cap 150/20 15s,15,15s,73.45,19
1335,69994,Ecosprin AV Cap 75mg/10mg 15s,15,15s,61.22,17
1336,70796,Ecosprin Gold Cap 10mg/75mg/75mg 15s,15,15s,129.19,3
1337,1043,Ecosprin Tab 150mg 14s,14,14s,10.58,1
1338,1044,Ecosprin Tab 75mg 14s,14,14s,5.29,38
1339,55866,Eczrid Forte Oint 0.1%w/w 20gm,1,No(s),719,1
1340,22126,Eflora Cream 13.9% 15gm,1,No(s),983.44,1
1341,64488,Ega Night Cream  30gm,1,No(s),1699,2
1342,107665,Eldicet Tab 50mg 15s,15,15s,557.76,2
1343,42924,Electral (Apple) Syrup  200ml,1,No(s),31.5,2
1344,96870,Electral (WHO) Orange Powder 21.80gm   1s,1,No(s),23.05,23
1345,15744,Electral (WHO)Powder 21.80gm   1s,1,No(s),23.05,364
1346,94035,Eleesa Geesol  100gm,1,No(s),102,4
1347,96763,Eleesa Geesol  200gm,1,No(s),190,3
1348,75664,Eliquis Tab 2.5mg 10s,10,10s,407.81,8
1349,81288,Eliquis Tab 5mg 10s,10,10s,509.06,19
1350,93617,Elnerv OD Tab  10s,10,10s,146.25,2
1351,82985,Elocon Cream 1mg/gm 30gm,1,No(s),547.5,2
1352,103390,Elovera Ad Lotion Lotion  100gm,1,No(s),510,1
1353,54784,Elovera Cream  150gm,1,No(s),411,1
1354,76341,Elovera Cream  75gm,1,No(s),150,2
1355,97282,Eltroxin Tab 100mcg 1x120s,1,No(s),168.84,6
1356,88926,Eltroxin Tab 125mcg 1x60,1,No(s),108.32,1
1357,98241,Eltroxin Tab 25mcg 1x120,1,No(s),184.6,2
1358,98111,Eltroxin Tab 50mcg 120 x 1,1,No(s),114.03,5
1359,98091,Eltroxin Tab 75mcg 1x120s,1,No(s),183.32,1
1360,93539,Elwigra Tab 120mg 10s,10,10s,299,49
1361,93538,Elwigra Tab 180mg 10s,10,10s,281.25,19
1362,6925,Emanzen D Tab  10s,10,10s,238.6,2
1363,110826,Embarouge Luxeria  100ml,1,No(s),2099,1
1364,110825,Embarouge Midnight Mirage Bloom  100ml,1,No(s),2099,2
1365,110828,Embarouge Urban Oud  100ml,1,No(s),2099,1
1366,80166,Embeta XR Tab 12.5mg 10s,10,10s,57.7,16
1367,88515,Embeta XR Tab 25mg 30s,30,30s,136.08,1
1368,88820,Embeta XR Tab 50mg 30s,30,30s,187.11,3
1369,6242,Emeset Syrup  30ml,1,No(s),40.31,6
1370,1058,Emeset Tab 4mg 10s,10,10s,54.9,9
1371,1059,Emeset Tab 8mg 10s,10,10s,96.8,7
1372,84851,Emolene Cream  100gm,1,No(s),390.94,7
1373,111090,Empaglyde M Tab 12.5mg/500mg 10s,10,10s,65.53,1
1374,111085,Empaglyde SM Tab 10mg/100mg/1000mg 10s,10,10s,154.68,1
1375,111084,Empaglyde SM Tab 25mg/100mg/1000mg 10s,10,10s,178.12,1
1376,111058,Empagreat Trio Tab 10mg/100/mg1000mg 10s,10,10s,154.68,1
1377,111056,Empagreat Trio Tab 25mg/1000mg 10s,10,10s,178.12,1
1378,89703,Endobloc T Kit Tab 5mg/20mg 1s,1,No(s),2267.15,4
1379,111106,Enerbless M Sachet  5gm,10,10s,70,2
1380,108924,Energy Drink Orange Flavour Powder  100gm,1,No(s),85,2
1381,62366,Enerzal (Lime) Sachet 100gm 1s,1,No(s),70,3
1382,60764,Enerzal (Orange) Powder  100gm,1,No(s),70,9
1383,106962,Enerzal (Orange) Powder  75gm,1,No(s),47.96,5
1384,1088,Eno Lemon Bottle 100gm,1,No(s),173,1
1385,4595,Eno Lemon Sachet  5gm 1s,1,No(s),10,15
1386,42160,Eno Orange Bottle 100g,1,Nos,173,2
1387,13419,Eno Regular Bottle 100g,1,No(s),173,2
1388,25261,Eno Sachet (Lemon) 6x5gm 1s,1,No(s),60,18
1389,88759,Ensure + Plus Vanila Jar Powder  1000gm,1,No(s),1630,3
1390,107565,Ensure FOS (Chocolate) Powder  375gm,1,No(s),640.68,1
1391,88405,Ensure Plus (FOS) Vanilla Powder  400gm,1,No(s),870,1
1392,107334,Ensure Vanilla Flavour Powder  375gm,1,No(s),743.01,1
1393,54639,Enterogermina Cap  4s,4,4s,201.9,6
1394,19331,Enterogermina Oral Susp  5ml,1,No(s),82.07,106
1395,1099,Enteroquinol Tab 250mg 20s,20,20s,61,3
1396,105761,Entrogan Oral Susp 2Billions 5ml,1,No(s),110.63,97
1397,111100,Entromax GG Sachet  1gm,1,No(s),44,2
1398,21094,Envas Tab 5mg 15s,15,15s,58.27,6
1399,3989,Enzar Forte Tab  15s,15,15s,203.8,1
1400,87929,Enzoflam Tab 325mg/50mg/15mg 10s,10,10s,172,5
1401,96603,Enzomac Tab  15s,15,15s,421.63,1
1402,86338,Epiduo Gel 0.1%/2.5% 30gm,1,No(s),932.5,3
1403,110793,Epilyno Daily Facial Moisturizer Lotion  75gm,1,No(s),690,2
1404,101531,Epique Oil Free Cleansing & Make Up Remover Wipes 50ml,1,No(s),550,2
1405,107225,Episoft AC Sunscreen Cream SPF30 125gm,1,No(s),935,5
1406,89565,Episoft AC Sunscreen Cream SPF30 75gm,1,No(s),678,1
1407,90054,Episoft Cleansing Lotion  125ml,1,No(s),400.42,2
1408,94907,Episoft Cleansing Lotion  250ml,1,No(s),600,2
1409,87660,Episoft OC Cleansing Gel  125ml,1,No(s),489.41,2
1410,64452,Epofit Pre-Filled Syringe 10000IU 1.0ml,1,No(s),2067.56,2
1411,96048,Eptus Tab 25mg 15s,15,15s,617.81,1
1412,85348,Eritel AM Tab  15s,15,15s,256.09,4
1413,95868,Eritel AM Tab 40mg/5mg 15s,15,15s,281.69,4
1414,87796,Eritel CH Trio Tab 40mg/5mg/12.5mg 15s,15,15s,235.18,1
1415,85346,Eritel LN Tab 40mg/10mg 15s,15,15s,229.96,3
1416,86087,Eritel Tab 20mg 15s,15,15s,60.95,2
1417,85599,Eritel Tab 40mg 15s,15,15s,106.46,4
1418,1133,Erytop Gel  20gm,1,No(s),49.5,1
1419,99138,Erytop N Gel  15gm,1,No(s),184.31,1
1420,5780,Esam Tab 5mg 10s,10,10s,163.3,6
1421,108438,Eslo AT Tab 5mg/50mg 15s,15,15s,314.05,4
1422,87834,Eslo Tab 2.5mg 15s,15,15s,103.35,4
1423,87569,Eslo Tab 5mg 15s,15,15s,153.1,3
1424,105870,Esofag D Cap 40mg/30mg 15s,15,15s,292.5,2
1425,108897,Esogress D Cap 40mg/30mg 15s,15,15s,217.5,1
1426,81418,Esotab DSR Cap 40mg/30mg 10s,10,10s,84,1
1427,24411,Esoz Tab 40mg 15s,15,15s,228.75,2
1428,1138,Essentiale-L 1g Cap  10s,10,10s,389.75,1
1429,107247,Estrabet Gel 0.06% w/w 80gm,1,No(s),1205.75,2
1430,74132,Etaze AF Lotion 0.10%w/v/1%w/v 30ml,1,No(s),146,1
1431,97719,Ethiglo Face Wash  200gm,1,No(s),520,4
1432,84570,Ethiglo Face Wash  70ml,1,No(s),260,2
1433,108254,Etilaam Tab 0.25mg 15s,15,15s,69.61,2
1434,100913,Etorishine MR Tab 60mg/4mg 10s,10,10s,412.5,5
1435,55347,Etoshine MR Tab 60mg/4mg 10s,10,10s,338,2
1436,13847,Etoshine Tab 60mg 10s,10,10s,151.88,3
1437,103375,Etoshine Tab 90mg 15s,15,15s,277.5,3
1438,1144,Eumosone M Skin Cream  15gm,1,No(s),138.7,3
1439,1143,Eumosone Skin Cream  15gm,1,No(s),114.37,2
1440,4931,Eurepa Tab 0.5mg 10s,10,10s,177.7,2
1441,95966,Eurepa Tab 0.5mg 15s,15,15s,169.25,7
1442,95311,Eurepa Tab 2mg 15s,15,15s,431.15,1
1443,95171,Euthyrox Tab 100mg 1x100s,1,No(s),140.63,1
1444,92813,Euthyrox Tab 75mg 1x100s,1,No(s),152.72,2
1445,1146,Evalon Cream 0.1% 15gm,1,No(s),524.05,1
1446,102569,Evamore Plus Softgel Cap 10s,10,10s,147,5
1447,108925,Evec LC Tab  10s,10,10s,48.94,6
1448,90723,Everfresh Tears Eye Drops  10ml,1,No(s),131.27,12
1449,1151,Evion Cap 200mg 10s,10,10s,26.2,8
1450,103371,Evion Cap 400mg 20s,20,20s,89.53,21
1451,1153,Evion Cap 600mg 10s,10,10s,64.42,16
1452,8225,Evion Cream  20gm,1,No(s),93.5,1
1453,1154,Evion Cream  60gm,1,No(s),275,3
1454,9669,Evion LC Tab  10s,10,10s,64.54,13
1455,99710,Evitol Cap  15s,15,15s,537.37,6
1456,93979,Excela Max Moisturiser Lotion 200gm,1,No(s),587,1
1457,32578,Eyemist Eye Drops 0.3%w/v 10ml,1,No(s),230.63,1
1458,72687,Eyemist Forte Eye Drops 0.3%w/v 10ml,1,No(s),276.56,2
1459,68709,Eyemist Gel Eye Gel 0.3%w/v 10gm,1,No(s),421.88,3
1460,7342,Ezedoc Tab 10mg 10s,10,10s,355.1,10
1461,110794,Ezedoc Tab 10mg 15s,15,15s,322.85,7
1462,8489,Ezentia Tab 10mg 10s,10,10s,201.56,6
1463,91784,Face Guard Tvaksh Gel SPF 50+ 30gm,1,No(s),854.7,2
1464,96770,Face Mask 3 Ply Ear Loop Safe Shield  1x10s,1,No(s),250,18
1465,96809,Face Mask 3 Ply Ear Loop Safe Shield  1x50s,1,No(s),800,2
1466,101600,Faceclin AT Gel  20gm,1,No(s),396.8,2
1467,75247,Faceclin Gel 1%w/w/4%w/w 20gm,1,No(s),242.89,3
1468,72404,Fair & Lovely Advanced Multi-Vitamin Cream 50gm,1,No(s),139,2
1469,1165,Famocid Tab 20mg 14s,14,14s,6.05,3
1470,4131,Famocid Tab 40mg 14s,14,14s,11.72,6
1471,97806,Faronem ER Tab 300mg 10s,10,10s,1335.94,2
1472,98015,Faronem Tab 200mg 10s,10,10s,883.13,3
1473,4466,Fas-3 Kit (Tabs)   1s,1,No(s),142.9,2
1474,68886,Fash Foamy Spray  100ml,1,No(s),513,1
1475,90859,Fash X Face Wash Gel 200gm,1,No(s),580,1
1476,90300673,Fast & Up Ashwagandha KSM-66 Tabs 1x60,1,No(s),890,2
1477,90300257,Fast & Up Charge Vitamin C + Zinc Tab  1x20,1,No(s),379,2
1478,90300615,Fast & Up Chicnutrix Glow  1x20,1,No(s),1399,3
1479,90300857,Fast & Up L-Carnitine Lean Body Orange 2000mg Tab 1x20,1,No(s),599,2
1480,90300475,Fast & Up N-acetyl Cysteine (nac) Tab  1x20,1,No(s),365,5
1481,90301301,Fast & Up NIGHTOUT-Tube Tab Fizzy Lemon Flavour 1x10,1,No(s),311,2
1482,90300672,Fast & Up Plant Based B12 + B Complex Tabs 1x60,1,No(s),780,3
1483,90300476,Fast & Up Plant Protein Rich Chocolate  925gm,1,No(s),3499,1
1484,90300249,Fast & Up Reload Berry Tab  1x20,1,No(s),265,2
1485,90300250,Fast & Up Reload Lime & Lemon Tab  1x20,1,No(s),265,6
1486,90301526,Fast & Up Reload RTD Lemon Blast Flavour Liquid 500ml,1,No(s),70,23
1487,90301568,Fast & Up RELOAD RTD ORANGE RUSH Liquid 500ml,1,No(s),70,44
1488,90301569,Fast & Up RELOAD ZERO SUGAR - ICE CURRENT Tab (1 x 22),1,No(s),280,3
1489,90300855,Fast & Up Reload-Peach Ice Tea Tab 1x20,1,No(s),265,5
1490,90300254,Fast & Up Vitalize Multivitamin Tab  1x20,1,No(s),290,1
1491,91148,FCL Aha  Lightening Gel  30ml,1,No(s),1550,2
1492,108036,FCL AHA Lightening Gel 30gm (33874) HQ,1,No(s),210,1
1493,108016,FCL Aha Lightening Gel 30ml (32921),1,No(s),1650,2
1494,92875,FCL Aha Lotion 15 100ml,1,No(s),1350,2
1495,97966,FCL B Prox 10 Wash  100ml,1,No(s),1225,3
1496,108029,FCL Bio Retinol Body Lotion 200ml (35779),1,No(s),1250,2
1497,108035,FCL C Scape 25 Serum (34000) 30gm,1,No(s),3625,2
1498,108032,FCL De Tan Mask 100Gm (32983),1,No(s),1375,2
1499,108015,FCL Eye Matrix Refining Gel (32976)  15gm,1,No(s),2050,2
1500,108040,FCL Instant Makeup Remover 200ml (36868),1,No(s),507,2
1501,108034,FCL Multivitamin Face Mask 100gm (36400),1,No(s),705,2
1502,101278,FCL PBA Face Mask   100gm,1,No(s),1225,1
1503,108017,FCL Pba Face Mask 100gm (36394),1,No(s),1225,2
1504,108038,FCL Skin Brightening Serum 30ml (33072),1,No(s),1275,2
1505,108037,FCL T Shampoo Anti Dandruff 200ml (33102),1,No(s),667.37,2
1506,98456,Febuget Tab 40mg 15s,15,15s,230.63,1
1507,94935,Feburic Tab 40mg 15s,15,15s,238.12,4
1508,94084,Febustat Tab 40mg 15s,15,15s,337.58,4
1509,88987,Febutax Tab 40mg 10s,10,10s,89.06,1
1510,98276,Febutaz Tab 40mg 15s,15,15s,253,4
1511,61435,Febutaz Tab 80mg 10s,10,10s,274.69,3
1512,110716,Febutaz Tab 80mg 15s,15,15s,412.03,9
1513,1173,Fecontin-Z Tab  10s,10,10s,253.13,1
1514,1175,Fefol Z Cap  15s,15,15s,177.66,3
1515,1176,Femilon Tab  21x1,1,No(s),397,2
1516,105369,Fempro Tab 2.5mg 10s,10,10s,85.35,4
1517,13288,Fenak Plus Tab  10s,10,10s,36.84,8.9
1518,38889,Fenolip Tab 145mg 10s,10,10s,293.37,6
1519,93462,Fericip XT Tab 100mg/1.5mg 10s,10,10s,139.11,9
1520,105192,Ferium XT Tab 100mg/1.5mg 15s,15,15s,349.25,2
1521,24158,Feronia XT Drops  15ml,1,No(s),141.05,3
1522,105726,Feronia XT Tab 100mg/1.5mg 15s,15,15s,306.35,2
1523,73761,Fertisure F Tab  10s,10,10s,285.64,12
1524,67828,Fertisure M Tab  10s,10,10s,354,3
1525,1187,Festal N Tab  10s,10,10s,154.36,2
1526,96784,Fiasp Flex Touch Pre-Filled Syringe 100IU/3ml 3ml,1,No(s),756,1
1527,94400,Fiasp Penfill Cartridge 100U (3.66mg)/ml 3ml,1,No(s),612.5,4
1528,13351,Fibator Tab 10mg 10s,10,10s,270.94,3
1529,73265,Finast Tab 5mg 30s,30,30s,344.06,0
1530,71062,Finax Tab 1mg 30s,30,30,391.35,8
1531,81107,Finpecia Tab 1mg 15s,15,15s,151.12,57
1532,108024,Fixderma Bioteez-S Anti  Dandruff Shampoo 75ml (30156),1,No(s),250,2
1533,110636,Fixderma Dewrav Moisturizing Cream For Dry To Very Dry Skin  250gm,1,No(s),465,2
1534,102126,Fixderma FCL HA4 Plus Serum  30ml,1,No(s),3850,2
1535,106194,Fixderma Foobetik Cream  100gm,1,No(s),550,2
1536,110131,Fixderma Foobetik Foot Scrub Spray  50ml,1,No(s),350,1
1537,106201,Fixderma Hand Cream  30gm,1,No(s),250,2
1538,109852,Fixderma Hoopoe Gentle Hair & Body Wash  100ml,1,No(s),285,2
1539,106206,Fixderma Kairfoll Anti Dandruff Shampo  100ml,1,No(s),400.42,2
1540,106207,Fixderma Kairfoll Anti Hairfall Shampoo  200ml,1,No(s),823.09,2
1541,110132,Fixderma Nigrifix Body Wash  200ml,1,No(s),350,2
1542,106193,Fixderma Nigrifix Cream  100gm,1,No(s),775,2
1543,108020,Fixderma Nigrifix Cream 50gm (37476),1,No(s),450,2
1544,110136,Fixderma Nigrifix Underarm Lightening Roll On  60ml,1,No(s),399,2
1545,110133,Fixderma Nigrifix Underarm Lightening Roll On Oceam  60ml,1,No(s),399,2
1546,110137,Fixderma Nigrifix Underarm Lightening Roll On Velvet Musk  60ml,1,No(s),399,2
1547,106203,Fixderma Pigment Correcting Face Serum  30gm,1,No(s),685,2
1548,106202,Fixderma Pore Minimizer Serum  30gm,1,No(s),630,2
1549,106209,Fixderma Salyzap Body Spray  50ml,1,No(s),350,2
1550,106210,Fixderma Salyzap Body Wash  200ml,1,No(s),780,2
1551,106211,Fixderma Salyzap Face DailyCleanser  60gm,1,No(s),260,1
1552,84411,Fixderma Salyzap Lotion (Night) 20gm,1,No(s),325,2
1553,106200,Fixderma Shadow SPF 30 Kids Sunscreen Lotion 75gm,1,No(s),510,1
1554,106198,Fixderma Shadow SPF 50 Body Lotion  200ml,1,No(s),699,2
1555,106197,Fixderma Shadow SPF 50 Gel  75gm,1,No(s),725,3
1556,106199,Fixderma Shadow SPF 50 Tinted FaceSunscreen  30gm,1,No(s),495,2
1557,109401,Fixderma Shadow Tinted Sunscreen SPF 50 Gel  30gm,1,No(s),425,1
1558,110135,Fixderma Skarfix Plus Body Wash  200ml,1,No(s),365,2
1559,106195,Fixderma Skarfix TX Cream  15gm,1,No(s),475,2
1560,108025,Fixderma SPF50 Lipshield 15gm (38213),1,No(s),235,2
1561,108026,Fixderma Strallium Stretchmark Cream  75gm,1,No(s),216,2
1562,109853,Fixderma Tomaglow Brightening Cream  50gm,1,No(s),450,2
1563,108027,Fixderma Vitamin-C Face Cleanser  75gm,1,No(s),131,2
1564,47972,Flagyl Tab 200mg 15s,15,15s,12.88,1
1565,110565,Flagyl Tab 200mg 20s,20,20s,17.43,2
1566,109974,Flagyl Tab 400mg 20s,20,20s,32.47,4
1567,1204,Flavedon MR Tab 35mg 10s,10,10s,179.67,4
1568,81040,Flecarite Tab 50 mg 10s,10,10s,231.9,2
1569,1207,Flexon MR Tab  10s,10,10s,29.43,6
1570,93772,Flexon Susp 100mg/162.5mg/5ml 100ml,1,No(s),57.84,1
1571,34875,Flexon Tab 400mg/325mg 15s,15,15s,35.25,10
1572,13781,Flexura D Tab  10s,10,10s,247,2
1573,3388,Flixonase Nasal Spray (12gm) 120MD,1,No(s),634.55,3
1574,14535,Flogel Eye Drops  10ml,1,No(s),174.08,2
1575,35867,Flokind  F Tab 5mg/0.4mg 10s,10,10s,215.4,1
1576,105226,Flomist F Nasal Spray 0.055%w/w (120MD),1,No(s),583.41,2
1577,88222,Flomist Nasal Spray 50mcg 100MD,1,No(s),482.27,3
1578,52872,Flotral Tab 10mg 30s,30,30s,593.44,2
1579,42776,Flucort Cream 0.025% 20gm,1,No(s),118.13,2
1580,74891,Flucort H Cream 0.1%w/w 30gm,1,No(s),212.81,2
1581,1221,Fludac Cap 10mg 10s,10,10s,35.36,2
1582,80918,Fludac Cap 20mg 15s,15,15s,63.93,2
1583,19408,Fluka Tab 150mg 1s,1,No(s),12.87,9
1584,1226,Flunil Cap 10mg 10s,10,10s,35.46,3
1585,1227,Flunil Cap 20mg 10s,10,10s,42.63,5
1586,40394,Flunil Cap 40mg 10s,10,10s,69.3,3
1587,6050,Flutibact Oint 2%/0.005% 10gm,1,No(s),267.8,2
1588,53615,Fluticone FT Nasal Spray 27.5mcg 1s,1,No(s),554.81,3
1589,76195,Flutiflo FT Nasal Spray 27.5 mcg/MD 120 MD,1,No(s),526.8,3
1590,23887,Flutiflo Nasal Spray  100MD,1,No(s),487.95,2
1591,100857,Flutivate Cream 0.05%w/w0.2%w/w 20gm,1,No(s),370.31,2
